"first_level_code"|"first_level"|"second_level_code"|"second_level"|"third_level_code"|"third_level"|"source"|"v_sqkm"|"r_sqkm"|"old_first_level_code"|"geom"
81101|"Arctic desert"|11|"Tundra"|8|"Palearctic"|"teow"|"148494.191581208"|"148495.799166387"|81101|NULL
81102|"Bering tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"474110.465445493"|"473754.447060699"|81102|NULL
81103|"Cherskii-Kolyma mountain tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"560271.673465964"|"560242.165388029"|81103|NULL
81104|"Chukchi Peninsula tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"296344.802623916"|"296083.101548682"|81104|NULL
81105|"Kamchatka Mountain tundra and forest tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"118664.202221484"|"118664.047605273"|81105|NULL
81106|"Kola Peninsula tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"56225.6028971411"|"56224.0820311565"|81106|NULL
81107|"Northeast Siberian coastal tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"221181.847214476"|"221233.649487266"|81107|NULL
81108|"Northwest Russian-Novaya Zemlya tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"273957.348834102"|"273955.000745423"|81108|NULL
81109|"Novosibirsk Islands arctic desert"|11|"Tundra"|8|"Palearctic"|"teow"|"35145.1613525953"|"35145.0447467193"|81109|NULL
81110|"Scandinavian Montane Birch forest and grasslands"|11|"Tundra"|8|"Palearctic"|"teow"|"238025.670224089"|"238025.838681478"|81110|NULL
81111|"Taimyr-Central Siberian tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"953456.530275922"|"953482.172384979"|81111|NULL
81112|"Trans-Baikal Bald Mountain tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"218604.452804641"|"218608.283879492"|81112|NULL
81113|"Wrangel Island arctic desert"|11|"Tundra"|8|"Palearctic"|"teow"|"7442.94526628025"|"7385.53685098145"|81113|NULL
81114|"Yamal-Gydan tundra"|11|"Tundra"|8|"Palearctic"|"teow"|"407928.817948018"|"407966.90610697"|81114|NULL
81201|"Aegean and Western Turkey sclerophyllous and mixed forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"129495.486669014"|"129495.059566275"|81201|NULL
81202|"Anatolian conifer and deciduous mixed forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"86139.0512373877"|"86137.484551721"|81202|NULL
81203|"Canary Islands dry woodlands and forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"4747.73474862545"|"4748.09651182963"|81203|NULL
81204|"Corsican montane broadleaf and mixed forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"3633.64549026626"|"3633.66202154195"|81204|NULL
81205|"Crete Mediterranean forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"7840.13710024832"|"7841.35593404521"|81205|NULL
81206|"Cyprus Mediterranean forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"9136.64954916895"|"9137.21477484493"|81206|NULL
81207|"Eastern Mediterranean conifer-sclerophyllous-broadleaf forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"143735.567634264"|"143736.664372577"|81207|NULL
81208|"Iberian conifer forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"34461.0379481914"|"34461.0009587959"|81208|NULL
81209|"Iberian sclerophyllous and semi-deciduous forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"297906.683321258"|"297906.898048854"|81209|NULL
81210|"Illyrian deciduous forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"39604.7757421465"|"39606.4455208962"|81210|NULL
81211|"Italian sclerophyllous and semi-deciduous forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"101174.305683305"|"101176.105630179"|81211|NULL
81212|"Mediterranean acacia-argania dry woodlands and succulent thickets"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"99802.8432538338"|"99804.9833514817"|81212|NULL
81213|"Mediterranean dry woodlands and steppe"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"291833.781604979"|"291841.361083849"|81213|NULL
81214|"Mediterranean woodlands and forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"357390.193984888"|"357386.243150509"|81214|NULL
81215|"Northeastern Spain and Southern France Mediterranean forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"89981.2656828974"|"89982.522593289"|81215|NULL
81216|"Northwest Iberian montane forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"57405.9089364277"|"57405.8149303892"|81216|NULL
81217|"Pindus Mountains mixed forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"39583.6162000426"|"39583.8779885859"|81217|NULL
81218|"South Appenine mixed montane forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"13094.795155426"|"13094.7746031955"|81218|NULL
81219|"Southeastern Iberian shrubs and woodlands"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"2729.15765283257"|"2729.68475194381"|81219|NULL
81220|"Southern Anatolian montane conifer and deciduous forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"76450.4373179044"|"76451.3865796053"|81220|NULL
81221|"Southwest Iberian Mediterranean sclerophyllous and mixed forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"70611.149032473"|"70612.54352298"|81221|NULL
81222|"Tyrrhenian-Adriatic Sclerophyllous and mixed forests"|12|"Mediterranean Forests, Woodlands & Scrub"|8|"Palearctic"|"teow"|"81326.9044238615"|"81331.2839771368"|81222|NULL
81301|"Afghan Mountains semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"13682.4732312781"|"13682.4701888872"|81301|NULL
81302|"Alashan Plateau semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"674349.237216199"|"674351.633762969"|81302|NULL
81303|"Arabian Desert and East Sahero-Arabian xeric shrublands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"1847255.51947988"|"1847249.38674219"|81303|NULL
81304|"Atlantic coastal desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"39681.1403975335"|"39683.0677113889"|81304|NULL
81305|"Azerbaijan shrub desert and steppe"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"64090.2207212439"|"64089.7244379208"|81305|NULL
81306|"Badghyz and Karabil semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"133644.186607198"|"133646.403518239"|81306|NULL
81307|"Baluchistan xeric woodlands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"288419.811083713"|"288420.296268209"|81307|NULL
81308|"Caspian lowland desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"267974.99708195"|"267975.326413529"|81308|NULL
81309|"Central Afghan Mountains xeric woodlands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"139335.719865353"|"139333.471511622"|81309|NULL
81310|"Central Asian northern desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"663852.048097263"|"663852.812371191"|81310|NULL
81311|"Central Asian riparian woodlands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"88800.8203164757"|"88800.1485446972"|81311|NULL
81312|"Central Asian southern desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"567375.362158347"|"567375.696837607"|81312|NULL
81313|"Central Persian desert basins"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"580658.128178137"|"580655.322365362"|81313|NULL
81314|"Eastern Gobi desert steppe"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"282369.312130361"|"282367.595550652"|81314|NULL
81315|"Gobi Lakes Valley desert steppe"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"139708.313550079"|"139713.048020974"|81315|NULL
81316|"Great Lakes Basin desert steppe"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"157712.376354487"|"157705.828370346"|81316|NULL
81317|"Junggar Basin semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"304949.952181422"|"304940.811466529"|81317|NULL
81318|"Kazakh semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"680440.649476156"|"680441.664383014"|81318|NULL
81319|"Kopet Dag semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"26284.4486646022"|"26285.3033243417"|81319|NULL
81320|"Mesopotamian shrub desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"210906.543357348"|"210908.129040582"|81320|NULL
81321|"North Saharan steppe and woodlands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"1673397.97050389"|"1673404.26188043"|81321|NULL
81322|"Paropamisus xeric woodlands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"92610.0398895426"|"92608.9895088759"|81322|NULL
81323|"Persian Gulf desert and semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"71855.2663848305"|"71856.0847235727"|81323|NULL
81324|"Qaidam Basin semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"192126.794260568"|"192144.470069188"|81324|NULL
81325|"Red Sea Nubo-Sindian tropical desert and semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"649149.672954753"|"649157.989752183"|81325|NULL
81326|"Registan-North Pakistan sandy desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"276998.661628866"|"276998.942251405"|81326|NULL
81327|"Sahara desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"4629419.16846305"|"4629415.47654288"|81327|NULL
81328|"South Iran Nubo-Sindian desert and semi-desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"349056.010629191"|"349051.255756479"|81328|NULL
81329|"South Saharan steppe and woodlands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"1098260.66954041"|"1098255.02808363"|81329|NULL
81330|"Taklimakan desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"742656.320182443"|"742657.015167728"|81330|NULL
81331|"Tibesti-Jebel Uweinat montane xeric woodlands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"82009.3103014856"|"82009.3160627312"|81331|NULL
81332|"West Saharan montane xeric woodlands"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"257450.079718413"|"257450.334341897"|81332|NULL
81333|"Red Sea coastal desert"|13|"Deserts & Xeric Shrublands"|8|"Palearctic"|"teow"|"58941.2334931323"|"58941.5150688543"|81333|NULL
100001|"unassigned_land"|NULL|NULL|NULL|NULL|"eeow"|"598624.012521097"|"599232.080967727"|100001|NULL
